"pitches","player_id","player_name","year","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"124542",999999,"League",2016,"715821","17.4","0.333","0.214","0.299","0.547","0.369","0.365","0.327","41090","123365","88.5","11.6","2175","89.0","88.53","0","124542","0","-0.5","6.07","109","150","112","146","295","316","293"
"125289",999999,"League",2015,"702302","17.8","0.328","0.196","0.298","0.524","0.361","0.358","0.320","40702","124085","88.2","10.9","2115","89.0","88.37","0","125289","0","-0.6","6.03","110","149","111","146","292","311","292"
